
1,68,8,93,27,7,49.13500977,0
1,64,15,56,5,6,51.14788025,1
1,19,13,137,40,6,73.224,1
1,33,9,167,27,7,48.77922526,0
1,23,7,153,32,7,87.8688,1
1,35,9,86,5,5,49.51834505,0
1,61,3,156,23,5,49.67036052,0
1,49,10,179,34,3,49.12102503,0
1,44,6,156,21,7,48.5319223,0
1,41,14,178,28,4,48.47509668,0
1,43,9,24,31,4,46.97033863,0
1,52,5,66,14,5,45.49482239,0
1,18,15,174,33,3,35.14752,0
1,52,14,48,31,5,48.9481065,0
1,36,13,24,4,6,49.61132791,0
1,68,11,66,15,3,47.88891212,0
1,55,11,113,17,6,51.00953596,1
1,53,3,173,29,6,47.20707817,0
1,65,9,177,37,4,48.86866625,0
1,50,6,170,25,4,50.18043046,1
1,38,6,133,38,3,47.91033697,0
1,20,12,32,20,5,79.08192,1
1,18,7,194,33,5,77.12928,1
1,31,5,158,22,3,46.69892647,0
1,20,6,204,5,4,41.00544,0
1,51,15,96,39,6,48.05022504,0
1,53,15,176,32,7,51.57640275,1
1,42,15,190,2,5,49.10439905,0
1,60,8,42,8,7,49.42409705,0
1,48,3,176,0,6,49.55984606,0
1,35,4,191,29,4,47.82263849,0
1,39,9,186,2,7,47.26859746,0
1,52,5,51,26,3,49.5730028,0
1,43,4,54,39,4,49.76302553,0
1,56,13,210,3,4,51.57804643,1
1,40,13,194,25,7,47.08448865,0
1,52,15,53,16,6,51.0641982,1
1,28,12,168,13,5,46.73637237,0
1,50,6,60,40,7,46.89209726,0
1,64,11,210,29,5,51.24121239,1
1,55,15,63,29,6,47.79626493,0
1,46,12,30,0,5,50.12177975,1
1,58,3,58,30,4,46.74464648,0
1,40,7,61,6,7,46.12590892,0
1,37,3,55,21,3,48.94638319,0
1,17,3,206,8,3,82.01088,1
1,34,8,89,25,4,48.81607799,0
1,44,11,161,24,4,50.83172653,1
1,43,10,44,15,4,47.72581138,0
1,41,10,61,31,3,45.94121377,0
1,50,6,43,16,3,44.23865726,0
1,24,7,35,35,3,53.6976,1
1,60,5,175,36,4,47.52949702,0
1,18,5,75,1,5,42.95808,0
1,51,12,122,17,5,46.53669282,0
1,60,12,86,29,7,47.77265733,0
1,22,12,93,37,7,52.72128,1
1,48,13,149,7,6,50.84685913,1
1,26,15,54,8,5,50.69817569,1
1,46,15,115,0,7,49.43716927,0
1,25,15,119,35,7,31.24224,0
1,36,13,111,36,7,47.61317142,0
1,46,10,155,10,6,46.87216233,0
1,55,8,136,40,4,49.6927204,0
1,22,10,123,14,4,33.19488,0
1,57,3,159,26,7,49.86699742,0
1,28,10,119,9,3,46.73701355,0
1,38,9,74,6,7,46.22110305,0
1,41,4,62,19,5,47.53371028,0
1,60,12,119,16,4,46.61962979,0
1,32,9,184,30,7,46.59006606,0
1,54,14,140,26,3,50.46336591,1
1,28,6,186,7,5,48.20580058,0
1,65,5,59,2,5,47.69401508,0
1,39,6,79,2,6,45.27726421,0
1,55,14,138,0,5,50.56016424,1
1,33,14,98,2,4,48.6633967,0
1,45,15,23,31,5,50.4101045,1
1,67,7,104,40,5,50.07926467,1
1,40,11,167,16,5,48.24637031,0
1,19,11,30,38,3,96.65568,1
1,50,5,123,8,4,50.31514193,1
1,27,4,42,10,3,46.6676492,0
1,25,9,62,1,7,86.89248,1
1,53,6,156,36,5,47.42741465,0
1,59,12,204,28,3,48.62135237,0
1,18,12,162,38,6,50.76864,1
1,20,13,77,32,3,77.12928,1
1,30,15,122,25,5,49.0826771,0
1,49,12,62,10,5,49.40729037,0
1,48,13,25,26,5,48.62764966,0
1,28,3,83,27,6,47.68146515,0
1,68,7,140,18,6,49.06970871,0
1,24,10,82,20,7,71.27136,1
1,65,7,200,24,7,47.78574035,0
1,67,7,178,15,4,45.66631403,0
1,65,12,129,21,4,48.25611027,0
1,42,11,206,28,3,50.43768301,1
1,61,7,79,5,3,47.61798668,0
1,28,14,203,23,4,47.52844819,0
1,25,5,197,13,7,49.79232,0
1,18,14,195,6,6,60.53184,1
1,63,12,94,20,6,49.20579497,0
1,28,11,130,35,7,51.30204526,1
1,33,4,98,5,5,46.68124258,0
1,65,6,144,27,5,49.31444125,0
1,47,14,132,35,7,50.7795353,1
1,50,6,30,35,7,48.68104528,0
1,47,6,173,38,4,47.19937857,0
1,27,3,128,10,4,47.06056974,0
1,35,6,147,21,5,47.93527482,0
1,48,7,65,18,4,48.04262025,0
1,54,4,177,21,5,49.52930381,0
1,34,4,124,32,7,48.24776204,0
1,19,7,139,1,3,35.14752,0
1,30,4,60,16,6,47.08956899,0
1,63,10,159,18,4,50.60143913,1
1,20,15,102,3,4,48.816,0
1,22,4,21,29,3,95.67936,1
1,63,7,47,13,6,47.52421531,0
1,42,4,206,2,6,50.91716592,1
1,36,12,190,40,5,49.00307208,0
1,22,3,70,23,5,47.83968,0
1,43,9,122,23,5,47.93911895,0
1,55,14,138,18,7,50.82253286,1
1,56,7,162,23,3,46.9018362,0
1,16,15,72,31,4,74.20032,1
1,32,12,132,0,7,51.15162126,1
1,68,9,168,9,5,50.41566295,1
1,17,11,109,7,6,85.91616,1
1,59,12,110,16,4,47.95657217,0
1,20,5,73,35,4,30.26592,0
1,33,11,119,8,3,50.48565777,1
1,24,5,24,30,6,36.12384,0
1,29,9,160,8,3,47.83072871,0
1,68,13,52,23,7,47.73414399,0
1,54,4,111,28,6,46.59980108,0
1,19,7,195,5,4,46.86336,0
1,46,9,145,26,5,47.02347772,0
1,26,12,109,4,5,49.79906308,0
1,30,9,103,8,5,48.62006171,0
1,19,14,51,26,4,70.29504,1
1,57,13,101,33,6,48.2744106,0
1,24,8,205,17,6,78.1056,1
1,38,4,208,6,3,50.13632093,1
1,32,3,132,4,6,47.78696352,0
1,68,15,20,18,7,48.69372357,0
1,57,12,81,36,6,51.31517728,1
1,17,14,139,34,5,83.96352,1
1,50,10,37,30,7,46.05339866,0
1,32,4,196,0,4,46.82997998,0
1,38,11,108,21,3,50.11113563,1
1,20,12,204,1,4,51.74496,1
1,26,12,202,28,6,49.42731607,0
1,49,9,202,29,3,49.46670982,0
1,46,11,116,38,6,51.02532426,1
1,28,7,58,38,4,46.43961722,0
1,34,15,119,26,3,51.25535807,1
1,29,6,127,30,4,47.28319691,0
1,61,14,125,8,6,47.90213249,0
1,56,3,92,18,6,47.51064527,0
1,23,13,111,16,5,91.77408,1
1,21,14,188,23,7,65.41344,1
1,67,7,202,36,3,49.05138768,0
1,44,11,37,15,3,49.78690392,0
1,44,3,169,11,7,48.96859721,0
1,50,5,144,36,5,46.35997471,0
1,67,9,177,25,3,47.56556572,0
1,30,3,37,30,7,45.77395215,0
1,37,13,29,0,6,47.22945665,0
1,24,5,147,13,4,80.05824,1
1,67,9,78,24,7,50.74562081,1
1,49,13,75,0,4,48.05260864,0
1,49,13,188,2,3,51.71618913,1
1,51,15,56,30,5,50.79454682,1
1,65,10,66,40,4,49.41606618,0
1,61,9,37,29,6,47.19395215,0
1,33,14,168,12,6,49.88512055,0
1,19,9,104,9,7,48.816,0
1,25,11,65,3,4,50.76864,1
1,65,3,102,20,5,48.60233274,0
1,17,11,89,21,4,83.96352,1
1,62,5,84,18,6,45.38288266,0
1,53,13,155,21,3,48.74619699,0
1,21,10,97,1,4,41.00544,0
1,23,12,206,3,4,93.72672,1
1,32,14,42,35,5,49.62519597,0
1,31,12,179,12,4,48.12782095,0
1,33,9,194,9,6,47.49177598,0
1,20,11,173,27,6,73.224,1
1,54,11,182,40,4,51.14860371,1
1,63,3,154,22,4,46.34319718,0
1,58,8,20,29,6,47.28257328,0
1,68,15,199,28,5,51.9428187,1
1,29,9,174,31,3,47.87967212,0
1,58,11,30,5,5,49.42084709,0
1,28,4,154,37,4,49.64648417,0
1,68,5,97,14,5,48.93270595,0
1,59,11,118,16,6,47.16253178,0
1,40,4,60,7,4,47.64216006,0
1,36,14,75,22,3,47.27131112,0
1,42,11,141,8,5,51.25936745,1
1,57,3,53,16,6,48.94730907,0
1,35,12,91,9,6,49.17557869,0
1,18,10,68,6,3,71.27136,1
1,60,12,165,5,6,47.75610127,0
1,21,11,99,18,4,58.5792,1
1,50,13,124,40,7,49.50771327,0
1,47,10,117,4,4,46.43591114,0
1,50,15,206,23,5,49.7192298,0
1,34,9,125,25,7,47.71645227,0
1,18,7,121,11,6,41.98176,0
1,49,14,107,4,3,48.1074514,0
1,18,3,65,24,4,58.5792,1
1,39,13,198,21,7,48.89408698,0
1,16,11,28,24,4,94.70304,1
1,54,15,154,16,7,49.13083677,0
1,62,7,79,19,5,45.85973971,0
1,44,12,56,7,3,46.70596074,0
1,59,10,25,13,3,49.80613528,0
1,50,14,179,32,5,48.47664724,0
1,52,6,88,23,6,46.77057151,0
1,35,3,72,17,5,46.2469259,0
1,51,12,114,17,5,50.46235594,1
1,22,15,102,28,6,35.14752,0
1,38,12,210,4,5,48.12432062,0
1,59,3,207,31,6,47.55182118,0
1,37,13,26,36,5,46.06996606,0
1,51,6,50,12,4,48.94831778,0
1,57,4,148,35,3,48.77237236,0
1,48,3,136,27,5,47.9727204,0
1,56,12,186,26,6,50.31125278,1
1,30,12,192,39,5,48.99485782,0
1,45,7,70,21,7,49.52303194,0
1,38,3,43,7,5,46.18576749,0
1,49,5,126,1,7,46.11566806,0
1,45,12,34,29,3,47.00604647,0
1,27,11,187,40,3,49.51433687,0
1,46,11,113,0,7,45.84920752,0
1,31,15,192,35,6,47.36520315,0
1,68,15,122,36,6,49.6186489,0
1,25,13,119,33,7,68.3424,1
1,48,9,200,10,5,47.13061127,0
1,34,13,135,26,7,47.40150288,0
1,64,8,96,26,5,47.35137549,0
1,18,3,61,27,5,42.95808,0
1,49,7,151,7,5,49.87882483,0
1,36,7,171,29,6,47.89120969,0
1,66,10,99,7,7,49.04702855,0
1,64,5,123,22,4,47.72050935,0
1,62,3,116,3,7,45.41907464,0
1,59,5,114,35,3,47.9025558,0
1,20,4,87,9,7,53.6976,1
1,67,10,43,38,4,47.59934814,0
1,39,10,41,39,6,49.35456615,0
1,58,6,113,37,3,47.98917627,0
1,34,15,44,15,5,48.89626021,0
1,20,5,91,6,7,55.65024,1
1,16,14,104,22,5,63.4608,1
1,56,13,34,20,6,45.305564,0
1,63,12,186,24,4,50.63717992,1
1,51,13,201,34,6,51.16666524,1
1,58,6,58,9,5,46.66109327,0
1,44,12,171,40,5,50.97581614,1
1,43,15,61,13,4,49.76004422,0
1,28,3,64,9,5,49.54263802,0
